site,date,cl_mgl,so4_mgl,br_mgl,no3n_mgl,na_mgl,k_mgl,mg_mgl,ca_mgl,doc_mgl,tdn_mgl,nh4n_mgl,po4p_mgl,GPP,GPP.lower,GPP.upper,ER,ER.lower,ER.upper,K600,K600_2.5,K600_97.5,depth,spc_uScm,DO.obs,DO.sat,watertemp_C,discharge,airpres_kPa,airtemp_C,latitude,longitude,CRS,distance_upstream_m,width_march_m,ws_area_km2,slope_wbx,habitat,slope_mm
CBP,2019-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45007914963995443,0.09224601867354415,0.8143186678546155,1.202641362114542,1.965068837412895,0.48509890329562955,6.7595875189618315,4.156045150114515,9.478566143264812,0.31897772389243173,71.47395833333333,12.77,13.134029672742203,4.444583333333333,0.48344020450966296,102.69602304259823,3.230729166666667,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2019-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30113263543713753,0,0.7325318341145515,1.0607867701247389,1.9934072220836354,0.15927943041091275,4.961946524033991,2.0362759989046095,7.956601534157333,0.5077254364259242,77.946875,12.677083333333334,13.129908197328943,4.453125,0.47797093257140705,102.69602304259823,3.230729166666667,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2019-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24549612538779386,0,1.1090023463332885,0.7424812304809388,2.3704589095527893,0,1.8137326605683322,0.4028749994466977,3.463752298530336,0.5048246207840976,69.53645833333333,12.116979166666667,13.119676312329915,4.482916666666666,0.4777127681200188,102.69602304259823,3.230729166666667,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2019-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7259039407758139,0.30423286683637374,1.1418644037399823,2.2948501918599455,3.4881631381870504,1.192051703775281,6.267794774928643,2.9464488562350404,9.74778146262809,0.2994086414471069,NA,11.8859375,13.015773532381413,4.79375,0.47468908483590716,102.69602304259823,3.230729166666667,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2019-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6171942866749429,0.30656181344304356,0.9265305759958631,0.7167472860476363,1.2400458842854927,0.19035196982999425,7.713558516563358,4.193805742547771,11.284149263230374,0.3824606431538745,114.86458333333333,13.144895833333333,13.185847940099181,4.088541666666667,0.6046573411282534,102.14607512593156,3.4093750000000003,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2019-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14860299985626851,0,0.6407170985785928,0.7093498370286057,1.636814436541512,0,6.091220718696021,2.6612332361654865,9.513178665926247,0.3564102884029724,75.33958333333334,12.701666666666666,13.173880290506341,4.120416666666666,0.5166958287587454,102.14607512593156,3.4093750000000003,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2019-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5998403045275049,0.23240870998454424,0.9613560893782391,1.407081034131363,2.1413340014015554,0.6930034796664162,7.584172378783524,5.010419465462339,10.216072529910418,0.32130378069927135,72.48541666666667,12.757708333333333,13.189429281156235,4.079375,0.49837051372009006,102.14607512593156,3.4093750000000003,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2019-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2785994597737089,0,0.7319359785174626,0.9733935854616791,1.8640408285785266,0.06874143949900374,5.222292779956705,2.1586315296795964,8.339712008744947,0.5062439695609904,79.79895833333333,12.733333333333333,13.125510065783875,4.258125,0.4672174780906967,102.14607512593156,3.4093750000000003,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2019-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.8395570365185407,0.6182220177946476,2.229913510202947,0,1.9013959124770672,0.41037380242451954,3.5699984975939314,0.5030664684897262,71.340625,12.212604166666667,13.119797588982548,4.274791666666666,0.4653849465373028,102.14607512593156,3.4093750000000003,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2019-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.776253702573105,0.34925239783922396,1.2078063475364853,2.0505936133853124,3.1564696420811162,1.0706615093028866,5.455666891082185,2.394674264875707,8.80345943553311,0.2943018832598619,NA,11.9275,13.07969029911518,4.399375,0.4415620369799754,102.14607512593156,3.4093750000000003,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2019-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4546412900491806,0.1501532813203877,0.7465178987488568,0.9433885656022326,1.468450952463959,0.3906692038192592,8.759061070774113,4.5383898928822575,13.110583174280656,0.3900518680233343,115.125,12.586875,12.65374860439872,5.33875,0.7062755697525854,101.26742929259822,7.2140625,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2019-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2463611841768586,0,0.7550993178690056,1.3246768370247963,2.2167858182218207,0.4103171163753034,7.719546734497341,4.292538459032241,11.47011557663078,0.3640358133779749,79.11458333333333,12.359791666666666,12.707451498218687,5.175208333333333,0.5837988554322386,101.26742929259822,7.2140625,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2019-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44267871636358247,0.06417453242754247,0.7903330437731518,1.5800339857542651,2.353721943959095,0.8712079477594127,8.752000440503558,6.05601945783439,11.492078914979535,0.32963651939215743,77.26979166666666,12.117916666666666,12.603151194550254,5.493333333333333,0.5582828733355304,101.26742929259822,7.2140625,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2019-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28273401893824296,0,0.7112400952177245,1.4336883782486378,2.3387219043065337,0.50150384940652,4.9897224635680235,2.0759143538493667,8.190140655010884,0.5125193883305701,83.81770833333333,12.374166666666667,12.717242668362216,5.1433333333333335,0.51490570368246,101.26742929259822,7.2140625,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2019-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038430795445373964,0,0.8749282258591905,0.8786951676230514,2.3952182478755546,0,2.0242756139553544,0.5312875565829215,3.942437033205618,0.5094686459641569,74.9453125,12.200625,12.713208540311557,5.155833333333334,0.5123541054038264,101.26742929259822,7.2140625,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2019-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5911509419173657,0.20873674789205643,1.0024545750484315,2.5584811096226523,3.9679414431413966,1.2615502756208377,6.424191320275755,2.760810196295018,10.689268463674331,0.30001969672581724,NA,11.253020833333334,12.462978955446117,5.9347916666666665,0.47918332866825397,101.26742929259822,7.2140625,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2019-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8467838152129927,0.5292877006321965,1.1775405619015624,1.0890280826309808,1.6139062089509433,0.5147667185454876,8.049693615434943,5.0965666733079376,10.929498120875811,0.40582125683682146,117.72916666666667,12.1503125,12.17147001540029,6.7527083333333335,0.9641787731318722,100.95201262593156,10.960416666666667,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2019-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7721199164223613,0.24135735666689484,1.2689356809938932,1.5206655629692583,2.407319317695963,0.5209541720052164,7.099304703129949,4.039477178927337,10.103476010595063,0.37821826669021613,85.70208333333333,11.926145833333333,12.20316723256005,6.646458333333333,0.7249867093610131,100.95201262593156,10.960416666666667,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2019-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8187958424766808,0.44290397080838345,1.1891917632465083,1.8427526887826327,2.593122889832551,1.1485384617746772,9.16118007793501,6.559362122435899,11.73832811974738,0.34435667758135113,82.84114583333333,11.844791666666667,12.24014697216293,6.524166666666667,0.6751550295129685,100.95201262593156,10.960416666666667,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2019-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5516107940715184,0.11613241162900419,0.9530328075989548,1.2700855557824071,2.1140008707646185,0.3660230493130867,4.787181182474294,1.8655776824413313,7.698192834738934,0.5217108028117402,91.109375,11.87375,12.208809960700705,6.626666666666667,0.590441173598131,100.95201262593156,10.960416666666667,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2019-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.6575869428859933,0.28173718842642037,1.8798847350249028,0,2.0620976909810764,0.3486270126608366,3.798387283960585,0.5187048180392536,81.31666666666666,11.5278125,12.203717169971805,6.642291666666667,0.5854580054786449,100.95201262593156,10.960416666666667,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2019-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0956209199762552,0.6662998583442218,1.5006895496040797,2.4705161732213443,3.5292143286884388,1.4415085987655254,5.400608646752433,2.7675573167858136,8.069827146098229,0.3060230978875934,NA,11.0690625,12.022022872318823,7.249375,0.520676821656947,100.95201262593156,10.960416666666667,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2019-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7892253606664541,0.5120384405055654,1.0787868581952313,0.8796616855075277,1.3961396893664275,0.36494304139572104,5.801559981901489,3.517719406540846,8.46434935822863,0.40821166895935357,122.53125,12.205520833333333,12.320182342760704,6.451458333333333,1.0067348314789397,101.42477304259822,6.735416666666667,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2019-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.480017372970911,0,0.9956771102360666,1.2802784799328275,2.317735729807025,0.2906704581001536,6.679749810603637,3.3947837339884908,9.956903069891887,0.37711471526041557,87.796875,11.87,12.356052920355253,6.3341666666666665,0.7129132723461143,101.42477304259822,6.735416666666667,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2019-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8554841792534759,0.4622728394148157,1.227620330658802,1.8630223828977666,2.630759025434591,1.1612871512409133,8.902901857192845,6.613554975618709,11.413850202583351,0.34158193804713083,85.378125,11.980520833333333,12.426073234210019,6.11125,0.6517004476547957,101.42477304259822,6.735416666666667,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2019-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6408408959103615,0.19046218179370988,1.0713250201252216,1.4722308765054462,2.3889311647311704,0.5069009652728296,5.639694727107411,2.720690503377533,8.485309916041535,0.5166860211509022,92.55625,11.808541666666667,12.258425717883675,6.64875,0.547638645466844,101.42477304259822,6.735416666666667,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2019-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.7095056177629367,0.1418272399464806,1.7839685879383875,0,2.017636339604026,0.4501117604070189,3.79326087925091,0.5133353381473157,82.18333333333334,11.66625,12.245664512063762,6.688958333333333,0.5415173628322705,101.42477304259822,6.735416666666667,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2019-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.067297316240938,0.6577682247177153,1.4999254402427598,1.9806261761816661,3.0665546097213103,0.9397877587829156,3.9416900675757143,1.224590809330317,6.558581420483021,0.2974652821058812,NA,11.082395833333333,12.237999825934233,6.720416666666667,0.46194069070992216,101.42477304259822,6.735416666666667,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2019-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8130727483091292,0.5079521707687068,1.1109951475381503,0.8678163095300889,1.365050587208585,0.3415963129905371,5.002248367347969,2.258557208218697,7.53063279185629,0.4091687173498492,126.63541666666667,12.444270833333333,12.482196008297986,6.023541666666667,1.0251237347421762,101.63831470926489,8.9328125,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2019-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5355806153833345,0.03732459064667748,1.0158848428108807,1.0883390431566489,1.992781340146459,0.15420960459974872,5.861157840724253,2.614975057527345,8.641408043954124,0.3767259101406485,89.58802083333333,12.121666666666666,12.531372692965345,5.86375,0.70868771027965,101.63831470926489,8.9328125,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2019-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.876881072305665,0.5113254871283718,1.2712135310533652,1.8219334527893678,2.572318549771426,1.1013827731102426,8.198929895426618,5.938241388044464,10.48379731559821,0.3405131151129767,84.3,12.0765625,12.543967913281369,5.8254166666666665,0.6427635386544972,101.63831470926489,8.9328125,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2019-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7148895001739761,0.3029762990681494,1.1571179545326788,1.2875313247156375,2.1442297694603156,0.4398623562412556,5.8142772578298825,3.2096603571021074,8.880584272456296,0.5146151362157386,91.6875,12.087083333333334,12.42013695737956,6.2127083333333335,0.5306924466626554,101.63831470926489,8.9328125,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2019-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5372259657317445,-0,1.5210340332093022,0,1.9602967322508023,0.4914137648147664,3.6975042052463807,0.5111156408427021,80.68802083333334,11.870729166666667,12.409861887135284,6.244166666666667,0.5241000293219649,101.63831470926489,8.9328125,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2019-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.151665034713265,0.7522165998391421,1.5686690192469546,1.942583706693696,2.8457911751014673,1.0662037101480444,3.557971157563247,1.1944606027624454,5.796055501679602,0.2938045213616856,NA,11.362604166666667,12.37513816240834,6.368333333333333,0.4383986061838129,101.63831470926489,8.9328125,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2019-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9208186898551891,0.6456734101620005,1.2130747248004154,1.0346450841226575,1.5379493134375855,0.5306526940812939,3.7983645232021486,1.6772977799831068,5.8913269655160985,0.41176556429212097,127.98958333333333,12.273333333333333,12.162993301771241,7.11375,1.0771748319430419,101.76742929259822,11.918750000000001,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2019-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6404616923814463,0.144775290082813,1.1611255020564708,0.9064200282266299,1.8145965350942301,0.04024408339935329,5.597228605395095,2.7437463194025686,8.483909787150543,0.377899609185985,91.51354166666667,12.085833333333333,12.210034255429838,6.96,0.7213633681312928,101.76742929259822,11.918750000000001,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2019-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0548721381823754,0.696282867738814,1.4299833989543171,1.93831490509709,2.609807971553613,1.242709864870116,7.902265911908204,5.684838617030956,10.177073208761362,0.3410534722908796,87.553125,11.852291666666666,12.159690411290354,7.123541666666666,0.6472359799922078,101.76742929259822,11.918750000000001,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2019-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0131969668017962,0.561813507886383,1.4777964070521852,1.0901379841148255,1.8746548981546427,0.3391681723987661,6.256334876391424,3.493913976395205,9.026624893966805,0.513426509435145,93.88333333333334,12.183020833333334,12.17463390473472,7.069791666666667,0.5212194198981761,101.76742929259822,11.918750000000001,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2019-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.8101658009900493,-0,1.5279121175516763,0,1.7592064019945755,0.3789481045037804,3.501695396465922,0.5097666733988965,83.75833333333334,12.2059375,12.143750331724064,7.1745833333333335,0.5138066808839213,101.76742929259822,11.918750000000001,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2019-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2974674596515445,0.8864833519967839,1.701436635553303,1.9356953200766083,2.7801897966834392,1.1505324789303266,2.7570722797709895,0.6154236424646993,4.826451299722144,0.2903889171543506,NA,11.207604166666666,11.965327983257696,7.787916666666667,0.4174410762744905,101.76742929259822,11.918750000000001,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2019-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8627349366041043,0.582835859291227,1.14689229962837,1.2260134184666722,1.7635943127128013,0.7174050889137198,2.9738077455582594,1.0610921093545929,5.025424841318159,0.41472801855722835,127.03125,11.6384375,11.680829605997861,8.694166666666666,1.1392483543777405,101.60482512593155,14.793229166666666,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2019-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6540132788977782,0.15380125544918127,1.1449757763121275,1.2928586797427801,2.189117282745988,0.40834816277081654,5.610604496253277,2.495372354273803,8.298007919462524,0.37984678279910894,96.11875,11.541979166666668,11.736799773642662,8.497291666666667,0.7427428842165524,101.60482512593155,14.793229166666666,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2019-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0971285795333399,0.7148999850979013,1.4706205215906007,2.074325533551682,2.8025158812485973,1.3395997364851497,7.822655768376038,5.676084828894006,9.924587709966278,0.3426005089863513,92.21145833333334,11.349583333333333,11.750314343876951,8.442291666666666,0.6601375781057318,101.60482512593155,14.793229166666666,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2019-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3694657773371168,0.8325746102455998,1.8676988038836566,1.6590381695626268,2.4658576319358203,0.8362527442728332,7.437858313011732,4.397929341650041,10.426106694622959,0.5132439636599301,96.37395833333333,11.76875,11.734940536508462,8.499791666666667,0.519708557430289,101.60482512593155,14.793229166666666,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2019-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.40516791851901096,-0,1.3405448250399967,0,1.9398874559893087,0.522409215301042,3.6403845681441314,0.5094631644368012,88.28125,11.805208333333333,11.664726058605714,8.752083333333333,0.5114480265959472,101.60482512593155,14.793229166666666,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2019-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2965856520830004,0.9030268185738937,1.728233450066973,1.994037743554802,2.8943044054314795,1.1565794010326333,2.3636616720475025,0.5199555180742939,4.285143536160667,0.28814692284678145,NA,10.573333333333334,11.518467225139355,9.28,0.4040611286199865,101.60482512593155,14.793229166666666,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2019-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9737049319903919,0.6983078004048275,1.2934277582980493,1.6020131390207744,2.1990850920203786,1.0601393951790725,3.4573114331197106,1.2654145779048336,5.5242608223151715,0.4195183848493637,128.34375,10.9815625,11.186118699254052,10.26375,1.2466026757442519,100.99836679259822,18.078645833333333,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
