site,date,cl_mgl,so4_mgl,br_mgl,no3n_mgl,na_mgl,k_mgl,mg_mgl,ca_mgl,doc_mgl,tdn_mgl,nh4n_mgl,po4p_mgl,GPP,GPP.lower,GPP.upper,ER,ER.lower,ER.upper,K600,K600_2.5,K600_97.5,depth,spc_uScm,DO.obs,DO.sat,watertemp_C,discharge,airpres_kPa,airtemp_C,latitude,longitude,CRS,distance_upstream_m,width_march_m,ws_area_km2,slope_wbx,habitat,slope_mm
CBP,2019-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26449897506451914,0,0.6465126108638116,3.0683114939280616,4.155020900104204,2.023721018403609,9.841910046245776,7.096112592712621,12.500338082695011,0.3723106164785481,92.771875,10.523645833333333,11.679783314874166,8.935,0.9572748363080682,102.16008554259822,4.71875,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2019-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0673130654014753,0.5895687388769763,1.5898526967111828,4.183633914742666,6.077255756212719,2.634273458050673,8.337889590394244,5.581274773512648,11.818963642990925,0.5483766138183502,100.39314692982457,10.740729166666666,11.643558208887214,9.055416666666666,0.8778871377114057,102.16008554259822,4.71875,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2019-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.6176021997070186,1.9613756910024351,3.764787428336491,0.1501307586210496,3.9158730551283014,2.280539177408476,5.740291531204426,0.5464686651590485,91.63020833333333,10.4796875,11.61456307419713,9.1575,0.8732172729714044,102.16008554259822,4.71875,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2019-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9846734533232109,0.5639548264382738,1.410107481895593,1.9845676637847496,3.616296222983183,0.6202000948890369,2.133004364235532,0.3031754379936012,4.551003892240742,0.3396544662522054,NA,9.175833333333333,11.554956435891766,9.385260416666666,0.8125090329741361,102.16008554259822,4.71875,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2019-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4148968139482986,0.13628598208111284,0.7216895657394656,1.5039881450927868,2.3516413096779436,0.7073126110437854,5.573543855974047,2.709881682020453,8.405571295724803,0.43385025741367667,127.46875,11.658958333333333,12.554102158863206,6.2824583333333335,1.6222943102485026,102.89722095926489,2.277604166666667,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2019-12-12,13.24,10.91,0.015,0.0661,7.54,NA,3.98,12.95,4.546,0.2113,0.005,0.005,0.11190737973336656,0,0.5818215737834069,2.9311355790213223,4.157522363976344,1.7401267149379995,12.760127556644882,9.086102510270104,16.406515336175534,0.41135566429197123,91.42083333333333,11.63046875,12.505571841886582,6.435057291666666,1.170488928808744,102.89722095926489,2.277604166666667,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2019-12-12,14.41,11.29,0.1,0.0888,7.9,NA,4.17,13.55,4.317,0.2295,0.005,0.005,0.5309440295824857,0.14356574197633412,0.9141403364391676,2.6431851909404536,3.5725049093574226,1.7400740621116564,10.66094919367388,7.968671933918545,13.441714595699706,0.38299217257986345,87.52604166666667,11.910104166666667,12.768791476030556,5.614895833333334,1.0763628078723158,102.89722095926489,2.277604166666667,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2019-12-12,12.47,11.08,0.1,0.1246,7.38,NA,4.11,13.68,4.217,0.2713,0.005,0.005,1.0189582851295946,0.5318815117343574,1.500997270409088,4.151248767791765,5.7989242418063105,2.3963970553296736,7.40367486732492,4.473593938319379,10.224023048210602,0.5520664250216073,98.02091557017543,11.279270833333333,12.389364445110731,6.810208333333334,0.9163484019533059,102.89722095926489,2.277604166666667,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2019-12-12,12.7,11.17,0.1,0.13,7.47,NA,4.15,13.82,4.265,0.2703,0.005,0.005,0.06326308829867164,0,0.9951256081756942,1.8711152679098981,3.776282965374224,0,3.41819594485093,1.8341178297432394,5.172553141634464,0.549923307809281,87.03229166666667,10.664375,12.388856717674942,6.811979166666666,0.9069357896052657,102.89722095926489,2.277604166666667,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2019-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7461742347228641,0.3329725568559188,1.1598145936610817,1.9533240030731491,3.2423799855786166,0.7714111667965294,3.203670034801192,1.140806827216056,5.483672128374776,0.3376308356254953,NA,10.448645833333334,12.6926104756164,5.850604166666667,0.7845718323515669,102.89722095926489,2.277604166666667,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
MC751,2019-12-12,8.17,10.14,0.015,0.017,6.95,NA,4.15,13.48,4.938,0.1942,0.005,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.0087,-78.9683,WGS84,NA,4,3.574165825,0.01,pool,NA
NHC,2019-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1692502592589476,0,0.4559504636789853,1.8410530022425398,2.6428768789192354,1.055176106183539,9.650373743460632,5.7895035838926825,13.861106795022497,0.4432701832466755,128.91666666666666,11.879479166666666,12.484488661234739,5.886958333333333,2.00939940679513,101.32768970926489,5.202604166666666,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2019-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.08284852717411476,4.612844766985505,5.9027404824605485,3.2628204167957504,25.220720443765757,19.36068830998532,30.673910492117223,0.43119732187224064,90.434375,11.86625,12.571757718921505,5.614791666666667,1.6816777314391544,101.32768970926489,5.202604166666666,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2019-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6730272155411716,0.3126742657596736,1.0268934278352229,4.602805585954332,5.700442535922194,3.5506975306278097,19.484218128738863,15.531514410926954,24.198230385660374,0.4108579186016302,86.63125,11.883229166666666,12.520125978768734,5.781458333333333,1.6324102209093425,101.32768970926489,5.202604166666666,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2019-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6429800947757396,0.2080940743521,1.0810767897736482,5.067823325871619,6.5381748019858215,3.685535544096579,12.681639433786877,9.171335784937693,16.418618525035473,0.5777639341881095,96.140625,11.6284375,12.463054625564899,5.953125,1.540136350749884,101.32768970926489,5.202604166666666,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2019-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.25564478048365696,4.488516519356821,6.434144251042594,2.7333909450945457,13.628373314116658,10.651526300657183,17.15261873518782,0.5768605052845408,86.8796875,11.534895833333334,12.456854227557487,5.971979166666666,1.5349892778979075,101.32768970926489,5.202604166666666,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2019-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5037357172149404,0.08920947474823411,0.9135189760368383,4.42292296236052,6.282507123961145,2.5117571222935315,8.698748066560658,4.694247993065646,12.285425379381515,0.37460469046593947,NA,10.779270833333333,12.532742886163902,5.74628125,1.4695461440248254,101.32768970926489,5.202604166666666,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2019-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25762430091461186,0,0.5726659363671145,1.7102346391649716,2.5091876564893685,0.9576201139045554,9.674576649866514,5.5839867149955476,14.097241808751273,0.4590441869626148,103.57291666666667,11.402291666666667,11.680409070819923,7.841114583333333,2.8013649677617023,99.54873137593155,8.661979166666667,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2019-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13790304958539168,0,0.3580153373349422,3.4929925981677474,4.695798375114592,2.2591495509128787,18.651901445321318,13.629702924649532,23.43300024898037,0.477069829057516,76.86145833333333,11.350520833333333,11.709317954949036,7.739583333333333,3.003324872477344,99.54873137593155,8.661979166666667,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2019-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5562453918711923,0.19557750767470117,0.9180173410881272,3.5661080359930173,4.566938477181962,2.6018734732943694,15.214611986164929,11.642665497431702,19.28353425044071,0.48271551825792774,71.4125,11.18625,11.708832035099292,7.742083333333333,3.247279737499935,99.54873137593155,8.661979166666667,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2019-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6012078294966505,0.16825462676018121,1.0271926383484637,3.936570082587326,5.211856130831046,2.7051345468300276,9.906165045937854,6.7734679674385685,13.283088954200188,0.6490637594548831,76.003125,11.123958333333334,11.710295298928926,7.736666666666666,3.5715226861448843,99.54873137593155,8.661979166666667,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2019-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006383903362761846,0,0.47995058375286614,3.31686768013388,5.199332945325303,1.5607352171932218,9.794348860492407,7.316163933293271,12.706853086036016,0.6519769703232468,68.103125,11.241145833333333,11.706961599826396,7.748333333333333,3.5935781643211473,99.54873137593155,8.661979166666667,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2019-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5839999905751918,0.1660583608803645,1.0000452489989822,4.148624765409938,5.907936471888231,2.294588893551831,8.368665977530032,4.261549364462891,11.992642889728705,0.4847306757748828,NA,10.651770833333334,11.6691714608907,7.880552083333333,3.8958994361266694,99.54873137593155,8.661979166666667,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2019-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34599834257027606,0.04834016058851644,0.6893814090552436,1.5794162760874038,2.375498434059501,0.8600641216255718,9.698779556272395,5.378469846098412,14.333376822480048,0.38210179373773023,96.3125,11.566979166666666,11.911727080132003,7.645760416666667,0.617113175416531,101.0278459592649,8.1703125,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2019-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27580609917078336,0,0.6331821474957696,2.3731404293499896,3.488856267768635,1.255478685030007,12.083082446876878,7.898717539313743,16.192090005843518,0.37172609717250676,70.93854166666667,11.360625,11.91383156727763,7.6375,0.6719636022198482,101.0278459592649,8.1703125,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2019-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43946356820121296,0.07848074958972873,0.8091412543410315,2.5294104860317024,3.433434418441729,1.6530494159609286,10.945005843590994,7.753816583936449,14.368838115221045,0.34988692651910797,67.62395833333333,11.266875,11.919089113161519,7.62,0.7376443680735018,101.0278459592649,8.1703125,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2019-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5594355642175615,0.1284151791682624,0.9733084869232792,2.805316839303033,3.88553745967627,1.7247335495634766,7.130690658088829,4.375600149939445,10.147559383364904,0.5434211580648228,74.32604166666667,11.1984375,11.907123254718801,7.660416666666666,0.8249858120278285,101.0278459592649,8.1703125,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2019-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012767806725523693,0,0.7042563870220753,2.145218840910939,3.9645216396080136,0.38807948929189795,5.960324406868156,3.980801565929358,8.261087436884212,0.542274546054428,66.12604166666667,10.991770833333334,11.902738002838694,7.675625,0.8309250302167226,101.0278459592649,8.1703125,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2019-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6642642639354432,0.2429072470124949,1.0865715219611263,3.874326568459356,5.533365819815318,2.0774206648101297,8.038583888499408,3.8288507358601356,11.699860400075897,0.34888507654284306,NA,10.620208333333334,11.898475329376064,7.691614583333333,0.9123272559821551,101.0278459592649,8.1703125,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2019-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4343723842259403,0.12966407167182278,0.8060968817433728,1.4485979130098356,2.241809211629634,0.7625081293465882,9.722982462678278,5.172952977201277,14.569511836208823,0.35520502640785623,102.70833333333333,11.649791666666667,11.93616532586757,7.6809375,0.341441179804777,101.28878345926489,13.773958333333333,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2019-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41370914875617504,0,0.9083489576565971,1.2532882605322315,2.281914160422678,0.2518078191471351,5.514263448432439,2.1677321539779544,8.951179762706664,0.339146240926076,75.87395833333333,11.450833333333334,11.963341024884265,7.584375,0.3911395255192152,101.28878345926489,13.773958333333333,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2019-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3226817445312336,0,0.7002651675939358,1.4927129360703875,2.299930359701496,0.7042253586274876,6.675399701017061,3.8649676704411964,9.454141980001381,0.3137869527438872,73.46041666666666,11.336458333333333,11.943531963140295,7.6535416666666665,0.45065092038745974,101.28878345926489,13.773958333333333,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2019-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5176632989384724,0.0885757315763436,0.9194243354980947,1.67406359601874,2.5592187885214943,0.7443325522969251,4.355216270239804,1.9777323324403209,7.012029812529619,0.5143449954763317,79.56666666666666,11.329583333333334,11.969954702431446,7.557291666666667,0.5297884135633169,101.28878345926489,13.773958333333333,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2019-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01915171008828554,0,0.9285621902912845,0.9735700016879978,2.7297103338907234,0,2.126299953243904,0.6454391985654451,3.8153217877324073,0.5123861947451095,70.78125,10.590937499999999,11.969785535276353,7.557916666666666,0.5351697630992751,101.28878345926489,13.773958333333333,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2019-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7445285372956947,0.31975613314462525,1.1730977949232702,3.6000283715087735,5.1587951677424035,1.860252436068429,7.708501799468784,3.3961521072573797,11.407077910423087,0.3176865940734167,NA,10.549895833333334,11.90061711094729,7.809083333333334,0.6089259067391739,101.28878345926489,13.773958333333333,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2019-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3569581568147536,0.028555425909867677,0.6815268187421497,1.694643864439617,2.5485131615717482,0.7977213293395472,10.4036691202783,5.384490275145411,15.124360093715046,0.35483569463274345,107.60416666666667,10.871666666666666,11.266019355340985,9.632135416666667,0.3412765072401296,100.23383554259823,15.5515625,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2019-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31854085368556884,0,0.8044810949753567,1.503605018392049,2.6007030650108844,0.3848401303987085,6.851751907908062,3.142695462912931,10.539806650672613,0.339727381605642,82.76458333333333,10.796979166666667,11.32259510937731,9.420625,0.39850264545116143,100.23383554259823,15.5515625,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2019-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20616513947221526,0,0.572905804639914,1.921059974104856,2.8237777355926874,1.1082799877652998,8.536612474605503,6.007919394230298,11.304593924424156,0.31564584361813003,80.1875,10.579791666666667,11.306881242462554,9.484791666666666,0.4670282122261549,100.23383554259823,15.5515625,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2019-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25758039449809433,0,0.6765780580105812,2.319919541310119,3.6239037250488955,1.1147651897770832,4.730415145012053,2.0774467267827355,7.762747314789677,0.516963392435225,87.11875,10.5440625,11.263533048817168,9.643958333333334,0.5581526361290718,100.23383554259823,15.5515625,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2019-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22325898771454636,0,1.117573532522958,1.6524617436679154,3.4247527128566904,0,2.2752399403869075,0.6912415015100241,4.029170888174,0.5151552327425806,77.86666666666667,10.187395833333333,11.248809641868315,9.699583333333333,0.5643490969544701,100.23383554259823,15.5515625,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2019-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5138346508078631,0.09486238791395353,0.9192916881941461,5.088828801317307,7.332576103411982,2.884763114871169,10.491820130987378,6.265401851249541,14.877705834984909,0.32165263215316636,NA,9.497395833333334,11.11654021676734,10.205520833333333,0.6492770600319887,100.23383554259823,15.5515625,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2019-12-18,11.46678555,10.37565772,0.07659695,0.22196214,6.64568504,1.2421624,2.98395975,6.79700318,5.045,0.3965,0.005,0.005,0.3872981334957301,0.06976841729348214,0.6938265514967425,1.1930348210077093,1.938351357098163,0.4273232485513656,9.941913722746348,5.284031484279971,14.565081069850638,0.3862515852213471,112.48958333333333,11.2165625,11.628388206512351,8.678677083333334,0.6595832640702904,101.11289804259823,5.0015625,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2019-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3182092013140506,0,0.8039308508444916,1.2089060515350207,2.2975171233085536,0.09957360836734652,6.2323263222895795,2.7033154394582866,9.994833886905635,0.3783316459330131,87.00729166666666,11.014895833333334,11.59288926248285,8.803333333333333,0.7317227259324739,101.11289804259823,5.0015625,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2019-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23360567827423112,0,0.5968508064013988,1.5521162549778298,2.439372370208,0.7414463003136761,7.879638249609945,5.3269787954318275,10.744820248742318,0.35923312309399696,80.928125,10.890625,11.590451056073167,8.811666666666667,0.818106285359802,101.11289804259823,5.0015625,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2019-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36647547116856427,0,0.7777234885593098,1.8079194079214809,2.963852260753209,0.6965585357810138,4.6304959443412095,1.9561166070999327,7.551637211372574,0.5528042762789359,87.13854166666667,10.725520833333333,11.52259731535287,9.061458333333333,0.9329780399174191,101.11289804259823,5.0015625,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2019-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2823314751985859,0,1.1845039761825138,1.3504338405186513,3.0694916413998516,0,2.06460783956575,0.5536853539448294,3.76407810526712,0.5520585489949524,77.80520833333334,10.491041666666666,11.507265742967528,9.1175,0.940789319227337,101.11289804259823,5.0015625,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2019-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5589938407610278,0.15514226054749974,0.9596390613718924,3.926566166444451,5.766982395562011,2.122363871555362,8.978295364944966,5.163471187398251,12.91462900267587,0.36114425505612213,NA,10.231666666666667,11.580885403289685,8.854354166666667,1.0478497944750362,101.11289804259823,5.0015625,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2019-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4176381101767066,0.1109814086770966,0.7061262842513355,0.6914257775758019,1.3281895526245775,0.056925167763184015,9.480158325214395,5.183572693414532,14.005802045986231,0.35976766558566375,107.77083333333333,12.347083333333334,12.60585808438344,5.895208333333334,0.3781205084240479,102.3117522092649,0.8807291666666667,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2019-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31787754894253234,0,0.8033806067136265,0.9142070846779924,1.9943311816062224,0,5.612900736671097,2.2639354160036422,9.449861123138659,0.34479226011144276,75.0375,11.948020833333333,12.536535147448319,6.113125,0.4307014120893007,102.3117522092649,0.8807291666666667,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2019-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.261046217076247,0,0.6207958081628835,1.1831725358508036,2.054967004823312,0.37461261286205233,7.222664024614386,4.646038196633356,10.18504657306048,0.3202282642300685,70.99583333333334,11.894270833333334,12.587534317872226,5.953333333333333,0.49366453240183267,102.3117522092649,0.8807291666666667,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2019-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47537054783903415,0.09073833786947733,0.8788689191080383,1.2959192745328427,2.3038007964575224,0.27835188178494435,4.530576743670367,1.8347864874171302,7.34052710795547,0.5199167203201667,78.09895833333333,11.777083333333334,12.55719211402916,6.048958333333333,0.5773920860089231,102.3117522092649,0.8807291666666667,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2019-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3414039626826255,0,1.2514344198420693,1.048405937369387,2.7142305699430125,0,1.8539757387445923,0.4161292063796347,3.49898532236024,0.5181276427405218,69.68020833333334,11.0621875,12.540121715898142,6.103541666666667,0.5830855596542052,102.3117522092649,0.8807291666666667,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2019-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6041530307141925,0.21542213318104594,0.9999864345496385,2.7643035315715947,4.201388687712041,1.3599646282395557,7.464770598902552,4.061540523546961,10.95155217036683,0.32384211673981933,NA,11.1953125,12.619502192494412,5.851697916666667,0.6611196396160135,102.3117522092649,0.8807291666666667,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2019-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44054156683577544,0.12817642339789914,0.729663380159718,0.6090357154266455,1.0942972193269236,0.08062974751032366,8.552135099759484,4.774411772798485,12.578580630046256,0.34795720682808606,110.34375,13.0440625,13.162505715441801,4.349166666666666,0.2890924498409203,102.65779387593156,3.865104166666667,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2019-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3547184015446654,0,0.8704390905202435,0.8968615885653586,1.9091595565939756,0,4.194204144521701,1.0030877278445507,7.832166753024341,0.32995775163766733,73.88541666666667,12.546145833333334,13.113445765789475,4.487916666666667,0.3332915613925278,102.65779387593156,3.865104166666667,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2019-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30031799475240395,0,0.667281246330992,0.9982016900977208,1.7888036734242345,0.27719432692484297,5.93500265914014,3.301670834766691,8.741059756619206,0.3030861801792977,70.49479166666667,12.5184375,13.16172621497083,4.349375,0.3862178860530514,102.65779387593156,3.865104166666667,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2019-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32366581110056614,0,0.7331276897116402,1.1481799547877987,2.1227736155887444,0.24981742132282175,4.701600268111277,1.913920468129623,7.573491059569718,0.5047024847117938,76.66666666666667,12.452604166666667,13.127402742082644,4.446458333333333,0.45659863693140734,102.65779387593156,3.865104166666667,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2019-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4909922507755877,0,1.3784476561480363,0.8667404431672301,2.5110043089026317,0,1.7260694086595971,0.3953761964688759,3.35750609946674,0.5024404620844688,68.28020833333333,11.915729166666667,13.133067260434869,4.43,0.4613845279911355,102.65779387593156,3.865104166666667,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2019-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6755541789785229,0.2592133358335235,1.0759224599434793,2.5391067703345787,3.8198566342929845,1.3134418982476752,7.079922658775102,3.4982234475943743,10.692103489723072,0.306969047380895,NA,11.893958333333334,13.133525940294225,4.437083333333334,0.5269793878097632,102.65779387593156,3.865104166666667,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2019-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5288679267553592,0.21736911842047135,0.8280969780777905,0.6628915007371409,1.167171551806208,0.13549085867015895,8.132846808161421,4.484108757673129,11.931364946638315,0.37432194864758916,113.25,13.098125,13.120531288337821,4.484375,0.5161723437780058,102.69602304259823,3.230729166666667,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2019-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.251660700700467,0,0.7555780945494182,0.8031057127969821,1.7729869965677438,0,5.142712431608861,1.8321604820050186,8.672672709475293,0.3522989969657407,75.56458333333333,12.590104166666666,13.10881429222643,4.517291666666667,0.4855231673306328,102.69602304259823,3.230729166666667,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
