site,DateTime_UTC,date,time,watertemp_C,DO_mgL,spc_uscm,pH,NTU,waterdepth_cm,notes,air_temp,airpres_mmHg,DO_pctsat,depthtosensor_cm,sensoroffset_cm
UNHC,2016-07-13T17:00:00Z,7/13/2016,12:00:00,NA,NA,NA,NA,NA,45,NA,32.2,764.0131532,NA,NA,NA
UNHC,2016-07-15T19:00:00Z,7/15/2016,14:00:00,NA,NA,NA,NA,NA,40,NA,34.4,762.5580329,NA,NA,NA
UNHC,2016-07-21T21:00:00Z,7/21/2016,16:00:00,24.4,NA,NA,NA,NA,40,NA,32.2,764.5381966,NA,NA,NA
UNHC,2016-08-04T18:00:00Z,8/4/2016,13:00:00,24.3,NA,NA,NA,NA,44,NA,29.4,763.6381222,NA,NA,NA
UNHC,2016-08-24T17:15:00Z,8/24/2016,12:15:00,23.2,NA,NA,NA,NA,NA,NA,27.8,769.0385686,NA,NA,NA
UNHC,2016-09-09T17:30:00Z,9/9/2016,12:30:00,NA,NA,NA,NA,NA,NA,NA,33.85,762.4005199,NA,NA,NA
UNHC,2016-09-15T16:15:00Z,9/15/2016,11:15:00,21.9,NA,116.1,NA,NA,45,NA,29.975,765.0444885,NA,NA,NA
NHC,2016-09-15T18:00:00Z,9/15/2016,13:00:00,22.8,NA,89,NA,NA,98,NA,31.7,764.4631904,NA,NA,NA
NHC,2016-09-22T13:00:00Z,9/22/2016,8:00:00,20.8,NA,103,NA,NA,130,NA,22.8,763.2630912,NA,NA,NA
UNHC,2016-09-22T15:00:00Z,9/22/2016,10:00:00,20.8,NA,79.5,NA,NA,69,NA,23.9,763.6381222,NA,NA,NA
NHC,2016-10-06T13:30:00Z,10/6/2016,8:30:00,18.8,NA,99.6,6.923,NA,80,NA,17.8,767.6509539,NA,NA,NA
UNHC,2016-10-06T16:15:00Z,10/6/2016,11:15:00,18.2,NA,113,NA,NA,39.5,NA,20.725,767.2009167,NA,NA,NA
NHC,2016-10-11T14:00:00Z,10/11/2016,9:00:00,14.8,NA,59.8,NA,NA,103,NA,12.8,773.3889282,NA,NA,NA
NHC,2016-10-13T13:45:00Z,10/13/2016,8:45:00,14.4,NA,78.5,NA,NA,NA,NA,15.85,766.4883578,NA,NA,NA
UNHC,2016-10-13T14:45:00Z,10/13/2016,9:45:00,14,NA,85.8,NA,NA,48,NA,19.625,766.1508299,NA,NA,NA
NHC,2016-10-17T14:30:00Z,10/17/2016,9:30:00,16.2,NA,90.3,NA,NA,93,NA,21.7,764.3881842,NA,NA,NA
UNHC,2016-10-17T15:15:00Z,10/17/2016,10:15:00,15.7,NA,100,NA,NA,45,NA,23.35,764.1256625,NA,NA,NA
NHC,2016-10-27T14:00:00Z,10/27/2016,9:00:00,12.2,NA,95.3,NA,NA,95,NA,16.7,770.313674,NA,NA,NA
UNHC,2016-10-27T15:00:00Z,10/27/2016,10:00:00,11.5,NA,100.7,NA,NA,NA,NA,19.4,770.0886554,NA,NA,NA
NHC,2016-11-04T14:15:00Z,11/4/2016,9:15:00,17.1,NA,107.2,NA,NA,89.5,NA,16.375,766.8633888,NA,NA,NA
UNHC,2016-11-04T15:00:00Z,11/4/2016,10:00:00,16.5,NA,117.6,NA,NA,51,NA,17.2,767.0884074,NA,NA,NA
UNHC,2016-11-16T17:30:00Z,11/16/2016,12:30:00,9.4,NA,93.3,NA,NA,52,NA,18.3,760.1503339,NA,NA,NA
NHC,2016-11-16T18:30:00Z,11/16/2016,13:30:00,9.4,NA,88.4,NA,NA,95,NA,19.15,759.5877874,NA,NA,NA
NHC,2016-11-22T14:30:00Z,11/22/2016,9:30:00,6.3,NA,87.3,NA,NA,93,NA,5.8,769.3760965,NA,NA,NA
UNHC,2016-11-22T15:45:00Z,11/22/2016,10:40:00,5.2,NA,90.1,NA,NA,55,NA,8.475,769.5261089,NA,NA,NA
NHC,2016-12-01T13:45:00Z,12/1/2016,8:45:00,13.7,NA,101,NA,NA,100,NA,13.625,758.3501851,NA,NA,NA
UNHC,2016-12-01T15:30:00Z,12/1/2016,10:30:00,13.3,NA,118,NA,NA,57.5,NA,14.7,758.9502347,NA,NA,NA
NHC,2016-12-06T15:00:00Z,12/6/2016,10:00:00,10.8,NA,93.9,NA,NA,100,NA,7.8,759.6627936,NA,NA,NA
UNHC,2016-12-06T16:00:00Z,12/6/2016,11:00:00,9.3,NA,99,NA,NA,57,NA,8.3,758.312682,NA,NA,NA
NHC,2016-12-16T15:15:00Z,12/16/2016,10:20:00,4.5,NA,81,NA,NA,98,NA,-3.025,775.3390894,NA,NA,NA
UNHC,2016-12-16T17:00:00Z,12/16/2016,12:00:00,2.7,NA,82.1,NA,NA,46.5,NA,-1.1,774.5140212,NA,NA,NA
NHC,2016-12-27T15:15:00Z,12/27/2016,10:20:00,10.4,NA,100.8,NA,NA,91,NA,14.175,765.8320536,NA,NA,NA
UNHC,2016-12-27T16:15:00Z,12/27/2016,11:20:00,10.8,NA,104,NA,NA,41,NA,15.15,765.4195194,NA,NA,NA
NHC,2017-01-04T15:30:00Z,1/4/2017,10:30:00,10.9,NA,74.6,NA,NA,115,NA,15.25,754.4873658,NA,NA,NA
UNHC,2017-01-04T17:15:00Z,1/4/2017,12:10:00,11.1,NA,78.9,NA,NA,52,NA,16.925,754.4686143,NA,NA,NA
NHC,2017-01-12T15:00:00Z,1/12/2017,10:00:00,3.3,NA,89.2,NA,NA,120,NA,16.7,771.1387422,NA,NA,NA
UNHC,2017-01-12T15:45:00Z,1/12/2017,10:45:00,4.3,NA,175,NA,NA,56,NA,18.35,770.857469,NA,NA,NA
UNHC,2017-01-13T18:00:00Z,1/13/2017,13:00:00,12.7,NA,107.5,NA,NA,NA,NA,22.2,772.1138228,NA,NA,NA
NHC,2017-01-13T19:00:00Z,1/13/2017,14:00:00,11.8,NA,96.5,NA,NA,100,NA,23.9,771.813798,NA,NA,NA
NHC,2017-01-20T14:45:00Z,1/20/2017,9:45:00,9,NA,93.3,NA,NA,99,NA,9.725,759.9065637,NA,NA,NA
NHC,2017-01-23T14:30:00Z,1/23/2017,9:30:00,11.3,NA,73,NA,NA,NA,Flow too high,11.7,743.1614296,NA,NA,NA
NHC,2017-01-27T15:15:00Z,1/27/2017,10:15:00,9.1,NA,64.1,NA,NA,111,NA,7.475,760.7878866,NA,NA,NA
UNHC,2017-01-27T16:15:00Z,1/27/2017,11:15:00,9.5,NA,76.3,NA,NA,58,NA,8.575,760.5066134,NA,NA,NA
NHC,2017-02-01T15:00:00Z,2/1/2017,10:00:00,6.6,NA,84.8,NA,NA,97.5,NA,11.7,763.6381222,NA,NA,NA
UNHC,2017-02-01T16:30:00Z,2/1/2017,11:30:00,7,NA,90.9,NA,NA,46.5,NA,14.2,762.9630664,NA,NA,NA
NHC,2017-02-03T15:00:00Z,2/3/2017,10:00:00,7.8,11.45,NA,6.51,2.3,NA,NA,3.3,769.0385686,0.950682649,NA,NA
NHC,2017-02-07T17:00:00Z,2/7/2017,12:00:00,8,12.33,NA,6.43,39.2,93,Storm,19.4,761.31293,1.03932349,NA,NA
NHC,2017-02-09T15:00:00Z,2/9/2017,10:00:00,10.8,10.59,NA,6.44,2.5,102,NA,8.3,757.187589,0.959517479,NA,NA
UNHC,2017-02-09T16:00:00Z,2/9/2017,11:00:00,11.1,7.6,NA,6.22,25.2,56,NA,8.9,758.687713,0.692021167,NA,NA
NHC,2017-02-15T18:00:00Z,2/15/2017,13:00:00,9.8,11.37,NA,6.3,1.1,98,NA,8.9,750.0995031,1.015939602,NA,NA
UNHC,2017-02-15T19:30:00Z,2/15/2017,14:30:00,9.2,12.82,NA,6.99,3,50.5,NA,11.15,750.1745093,1.129147498,NA,NA
NHC,2017-02-23T15:00:00Z,2/23/2017,10:00:00,12.5,9.91,NA,6.8,1,83,NA,18.9,761.0879114,0.928684446,NA,NA
UNHC,2017-02-23T15:30:00Z,2/23/2017,10:30:00,12.9,10.23,NA,7,7,44,NA,20,761.0504083,0.967374267,NA,NA
NHC,2017-02-28T14:15:00Z,2/28/2017,9:15:00,10.6,10.51,NA,6.62,1,90,NA,16.55,769.9011399,0.931996197,NA,NA
UNHC,2017-02-28T15:00:00Z,2/28/2017,10:00:00,10.7,10.45,NA,6.47,5.6,47,NA,19.4,769.7886306,0.928973599,NA,NA
NHC,2017-03-08T15:00:00Z,3/8/2017,10:00:00,13.4,10.29,NA,7.52,1.7,88.5,NA,14.4,767.9884818,0.974928301,NA,NA
UNHC,2017-03-08T16:00:00Z,3/8/2017,11:00:00,13.4,11.09,NA,7.72,7.5,49,NA,16.7,767.7634632,1.051037116,NA,NA
NHC,2017-03-14T14:00:00Z,3/14/2017,9:00:00,6.1,11.83,NA,7.65,1.9,106,NA,3.9,753.81231,0.960705191,NA,NA
UNHC,2017-03-14T15:00:00Z,3/14/2017,10:00:00,6.2,11.86,NA,7.3,9.2,55,NA,5.6,753.81231,0.965580445,NA,NA
NHC,2017-03-21T15:00:00Z,3/21/2017,10:00:00,10.5,10.74,NA,7.74,0.4,99,NA,19.4,761.0129052,0.961410565,NA,NA
UNHC,2017-03-21T15:30:00Z,3/21/2017,10:30:00,10.9,10.96,NA,8.17,3,46,NA,20.8,760.9003959,0.990430177,NA,NA
NHC,2017-03-28T15:00:00Z,3/28/2017,10:00:00,16.8,8.58,NA,7.74,7,87,NA,18.3,760.4878618,0.883485311,NA,NA
UNHC,2017-03-29T13:45:00Z,3/29/2017,8:50:00,15.4,7.7,NA,7.59,6.2,51,NA,17.75,763.5068613,0.766603116,NA,NA
NHC,2017-04-04T15:15:00Z,4/4/2017,10:15:00,16.9,9.61,NA,6.92,5,111,NA,22.25,755.8187259,0.997862006,NA,NA
UNHC,2017-04-04T16:15:00Z,4/4/2017,11:20:00,17.7,9.99,NA,6.92,8.8,52.5,NA,24.025,755.8937321,1.054593639,NA,NA
NHC,2017-04-05T17:00:00Z,4/5/2017,12:00:00,17.7,NA,NA,7.32,7,NA,NA,25,759.2877626,NA,NA,NA
NHC,2017-04-11T14:45:00Z,4/11/2017,9:40:00,15.2,9.5,NA,7.61,2.5,82,NA,21.65,769.7886306,0.933939718,NA,NA
UNHC,2017-04-11T15:30:00Z,4/11/2017,10:30:00,15.5,9.99,NA,7.58,2.4,51,NA,23.05,769.6386182,0.988645666,NA,NA
NHC,2017-04-18T14:15:00Z,4/18/2017,9:15:00,19.9,7.45,NA,7.22,0.2,NA,NA,18.35,768.6072829,0.808400744,NA,NA
